order_id,customer_id,product_id,product_name,category,region,order_date,quantity,unit_price,discount_pct,total_amount,cost,profit,payment_method,status
ORD00540,CUST0423,PROD030,Garden Hose 50ft,Home & Garden,North,2024-03-09,2,70.66,0.0,141.32,56,85.32,Debit Card,Delivered
ORD00541,CUST0321,PROD039,Pull-Up Bar,Sports,South,2023-03-15,3,54.33,0.0,163.0,66,97.0,Cash,Delivered
ORD00542,CUST0122,PROD070,Car Wax Premium,Automotive,Central,2024-12-28,3,29.12,0.0,87.35,30,57.35,PayPal,Delivered
ORD00543,CUST0037,PROD012,Denim Jeans Slim,Clothing,South,2024-08-30,2,86.32,20.0,138.11,56,82.11,Debit Card,Delivered
ORD00544,CUST0346,PROD017,Formal Trousers,Clothing,South,2024-01-24,3,80.48,10.0,217.28,105,112.28,Credit Card,Processing
ORD00545,CUST0272,PROD042,Python Programming,Books,Central,2022-04-22,2,52.28,5.0,99.34,30,69.34,PayPal,Shipped
ORD00546,CUST0343,PROD044,Marketing Strategy,Books,West,2024-01-14,1,38.27,0.0,38.27,10,28.27,Bank Transfer,Delivered
ORD00547,CUST0261,PROD037,Jump Rope Speed,Sports,Central,2024-03-15,3,18.24,20.0,43.78,21,22.78,Debit Card,Delivered
ORD00548,CUST0092,PROD061,Car Dash Cam 4K,Automotive,East,2022-11-25,4,101.6,20.0,325.12,168,157.12,Bank Transfer,Processing
ORD00549,CUST0214,PROD063,Car Phone Mount,Automotive,South,2023-07-16,1,26.62,5.0,25.29,9,16.29,Bank Transfer,Shipped
ORD00550,CUST0024,PROD070,Car Wax Premium,Automotive,North,2023-11-13,4,30.11,20.0,96.35,40,56.35,Credit Card,Processing
ORD00551,CUST0131,PROD021,Robot Vacuum Cleaner,Home & Garden,Central,2023-06-19,5,273.07,5.0,1297.08,700,597.08,Cash,Shipped
ORD00552,CUST0394,PROD005,"4K Monitor 27""",Electronics,South,2023-11-01,4,467.57,20.0,1496.22,880,616.22,Credit Card,Shipped
ORD00553,CUST0053,PROD016,Leather Belt,Clothing,North,2023-01-12,4,47.62,0.0,190.48,72,118.48,Credit Card,Delivered
ORD00554,CUST0376,PROD010,External SSD 1TB,Electronics,North,2023-09-18,3,151.26,0.0,453.78,195,258.78,Debit Card,Delivered
ORD00555,CUST0369,PROD009,USB-C Hub 7-in-1,Electronics,East,2022-09-24,5,61.19,20.0,244.77,100,144.77,PayPal,Delivered
ORD00556,CUST0332,PROD018,Polo Shirt Premium,Clothing,West,2022-10-01,3,60.76,10.0,164.04,66,98.04,PayPal,Processing
ORD00557,CUST0131,PROD003,Smart Watch Ultra,Electronics,Central,2023-02-11,1,343.03,0.0,343.03,140,203.03,Bank Transfer,Cancelled
ORD00558,CUST0395,PROD067,Steering Wheel Cover,Automotive,East,2023-04-05,1,31.6,10.0,28.44,11,17.44,Cash,Shipped
ORD00559,CUST0116,PROD007,Mechanical Keyboard,Electronics,West,2022-07-02,4,121.22,15.0,412.13,208,204.13,Debit Card,Delivered
ORD00560,CUST0180,PROD055,Olive Oil Extra Virgin,Food & Beverage,West,2024-05-28,5,26.66,0.0,133.28,45,88.28,PayPal,Delivered
ORD00561,CUST0399,PROD006,Gaming Mouse,Electronics,West,2022-08-29,1,82.45,5.0,78.33,28,50.33,Bank Transfer,Processing
ORD00562,CUST0375,PROD063,Car Phone Mount,Automotive,South,2024-10-09,1,23.62,0.0,23.62,9,14.62,Debit Card,Cancelled
ORD00563,CUST0205,PROD025,Blender Pro 1000W,Home & Garden,Central,2023-06-30,3,93.39,5.0,266.15,105,161.15,Debit Card,Delivered
ORD00564,CUST0147,PROD001,Laptop Pro 15,Electronics,North,2023-02-28,5,1131.74,20.0,4526.94,3750,776.94,PayPal,Shipped
ORD00565,CUST0381,PROD034,Cycling Helmet,Sports,North,2023-01-23,4,73.95,20.0,236.64,128,108.64,Debit Card,Delivered
ORD00566,CUST0448,PROD057,Granola Bars x12,Food & Beverage,East,2023-06-21,2,22.52,0.0,45.04,14,31.04,PayPal,Delivered
ORD00567,CUST0054,PROD030,Garden Hose 50ft,Home & Garden,West,2024-07-27,1,58.63,0.0,58.63,28,30.63,PayPal,Returned
ORD00568,CUST0443,PROD036,Gym Gloves,Sports,Central,2024-03-25,2,26.07,15.0,44.31,18,26.31,Bank Transfer,Shipped
ORD00569,CUST0494,PROD034,Cycling Helmet,Sports,West,2023-06-09,1,72.61,0.0,72.61,32,40.61,Credit Card,Delivered
ORD00570,CUST0192,PROD043,Data Science Handbook,Books,South,2023-04-26,4,70.31,10.0,253.11,72,181.11,Cash,Shipped
ORD00571,CUST0100,PROD020,Knit Sweater,Clothing,Central,2022-04-04,1,71.3,10.0,64.17,30,34.17,Bank Transfer,Delivered
ORD00572,CUST0068,PROD027,LED Desk Lamp,Home & Garden,South,2024-03-19,3,41.69,10.0,112.56,54,58.56,Credit Card,Delivered
ORD00573,CUST0205,PROD061,Car Dash Cam 4K,Automotive,Central,2023-06-18,2,99.07,0.0,198.15,84,114.15,Bank Transfer,Delivered
ORD00574,CUST0127,PROD037,Jump Rope Speed,Sports,North,2023-10-12,5,18.75,0.0,93.73,35,58.73,Credit Card,Delivered
ORD00575,CUST0477,PROD058,Almond Milk 1L,Food & Beverage,North,2022-09-19,4,8.59,20.0,27.5,8,19.5,PayPal,Shipped
ORD00576,CUST0332,PROD007,Mechanical Keyboard,Electronics,West,2024-05-30,3,139.39,0.0,418.18,156,262.18,Cash,Processing
ORD00577,CUST0098,PROD057,Granola Bars x12,Food & Beverage,North,2023-06-25,5,21.18,0.0,105.89,35,70.89,PayPal,Shipped
ORD00578,CUST0315,PROD036,Gym Gloves,Sports,South,2024-10-03,2,25.28,15.0,42.97,18,24.97,Bank Transfer,Delivered
ORD00579,CUST0244,PROD040,Water Bottle 1L,Sports,Central,2022-11-01,1,20.81,0.0,20.81,8,12.81,Bank Transfer,Delivered
ORD00580,CUST0208,PROD021,Robot Vacuum Cleaner,Home & Garden,West,2024-08-14,4,276.04,5.0,1048.95,560,488.95,Credit Card,Delivered
ORD00581,CUST0368,PROD037,Jump Rope Speed,Sports,West,2024-09-20,4,18.97,20.0,60.71,28,32.71,Debit Card,Delivered
ORD00582,CUST0332,PROD007,Mechanical Keyboard,Electronics,West,2022-07-11,2,138.5,0.0,277.0,104,173.0,Debit Card,Shipped
ORD00583,CUST0151,PROD027,LED Desk Lamp,Home & Garden,North,2023-07-13,5,48.52,10.0,218.33,90,128.33,Debit Card,Delivered
ORD00584,CUST0065,PROD011,Classic White Shirt,Clothing,Central,2022-01-09,5,51.62,0.0,258.08,75,183.08,Bank Transfer,Cancelled
ORD00585,CUST0468,PROD051,Premium Coffee Beans 1kg,Food & Beverage,West,2023-05-20,4,33.13,0.0,132.53,40,92.53,Credit Card,Delivered
ORD00586,CUST0474,PROD033,Dumbbell Set 20kg,Sports,Central,2022-09-07,4,86.75,0.0,347.0,168,179.0,PayPal,Delivered
ORD00587,CUST0285,PROD044,Marketing Strategy,Books,West,2022-06-16,4,40.51,15.0,137.75,40,97.75,Bank Transfer,Delivered
ORD00588,CUST0448,PROD042,Python Programming,Books,East,2023-07-06,5,56.74,0.0,283.69,75,208.69,Credit Card,Shipped
ORD00589,CUST0225,PROD068,Car Air Freshener x5,Automotive,East,2024-07-16,3,16.34,15.0,41.67,15,26.67,Cash,Delivered
ORD00590,CUST0260,PROD002,Wireless Headphones,Electronics,West,2022-04-10,3,191.96,0.0,575.89,240,335.89,Credit Card,Delivered
ORD00591,CUST0438,PROD052,Organic Green Tea 100g,Food & Beverage,North,2024-02-21,1,17.64,0.0,17.64,5,12.64,Debit Card,Returned
ORD00592,CUST0414,PROD036,Gym Gloves,Sports,North,2024-03-27,1,22.6,0.0,22.6,9,13.6,Debit Card,Delivered
ORD00593,CUST0188,PROD020,Knit Sweater,Clothing,West,2024-04-04,3,77.21,15.0,196.88,90,106.88,Debit Card,Delivered
ORD00594,CUST0307,PROD017,Formal Trousers,Clothing,West,2024-10-02,4,93.2,0.0,372.8,140,232.8,Cash,Delivered
ORD00595,CUST0188,PROD058,Almond Milk 1L,Food & Beverage,West,2022-07-16,3,8.02,5.0,22.86,6,16.86,Bank Transfer,Cancelled
ORD00596,CUST0085,PROD008,Webcam HD 1080p,Electronics,West,2024-09-02,3,69.87,5.0,199.13,75,124.13,Credit Card,Processing
ORD00597,CUST0005,PROD033,Dumbbell Set 20kg,Sports,North,2024-01-25,5,83.42,15.0,354.52,210,144.52,Bank Transfer,Delivered
ORD00598,CUST0184,PROD007,Mechanical Keyboard,Electronics,West,2024-11-17,3,141.21,15.0,360.09,156,204.09,Debit Card,Shipped
ORD00599,CUST0101,PROD040,Water Bottle 1L,Sports,South,2022-11-14,4,22.12,15.0,75.21,32,43.21,Cash,Delivered
ORD00600,CUST0421,PROD003,Smart Watch Ultra,Electronics,West,2024-08-16,4,319.63,20.0,1022.81,560,462.81,Bank Transfer,Delivered
ORD00601,CUST0353,PROD054,Mixed Nuts 500g,Food & Beverage,West,2022-09-19,3,25.64,10.0,69.23,24,45.23,Bank Transfer,Delivered
ORD00602,CUST0165,PROD013,Casual Sneakers,Clothing,East,2022-04-08,5,86.95,0.0,434.77,200,234.77,Cash,Delivered
ORD00603,CUST0439,PROD064,Seat Covers Set,Automotive,East,2024-05-20,4,72.59,15.0,246.82,128,118.82,Cash,Processing
ORD00604,CUST0082,PROD064,Seat Covers Set,Automotive,Central,2023-12-29,3,80.35,20.0,192.84,96,96.84,Cash,Delivered
ORD00605,CUST0309,PROD013,Casual Sneakers,Clothing,Central,2024-08-05,2,100.44,20.0,160.7,80,80.7,Bank Transfer,Delivered
ORD00606,CUST0302,PROD060,Collagen Powder 300g,Food & Beverage,West,2024-05-02,3,43.33,15.0,110.48,48,62.48,Bank Transfer,Processing
ORD00607,CUST0384,PROD010,External SSD 1TB,Electronics,Central,2024-07-10,5,158.17,0.0,790.87,325,465.87,Debit Card,Delivered
ORD00608,CUST0140,PROD054,Mixed Nuts 500g,Food & Beverage,North,2022-06-10,5,22.84,15.0,97.09,40,57.09,Credit Card,Delivered
ORD00609,CUST0014,PROD033,Dumbbell Set 20kg,Sports,North,2022-02-06,1,87.13,0.0,87.13,42,45.13,Debit Card,Shipped
ORD00610,CUST0208,PROD059,Energy Drink Pack x24,Food & Beverage,West,2024-07-31,4,37.58,15.0,127.78,48,79.78,Cash,Shipped
ORD00611,CUST0092,PROD017,Formal Trousers,Clothing,East,2023-09-13,5,94.57,10.0,425.58,175,250.58,PayPal,Shipped
ORD00612,CUST0227,PROD025,Blender Pro 1000W,Home & Garden,South,2024-03-19,3,81.66,0.0,244.98,105,139.98,Credit Card,Delivered
ORD00613,CUST0495,PROD025,Blender Pro 1000W,Home & Garden,West,2022-02-02,2,95.39,0.0,190.78,70,120.78,Bank Transfer,Shipped
ORD00614,CUST0026,PROD064,Seat Covers Set,Automotive,South,2023-05-11,4,84.41,20.0,270.1,128,142.1,Cash,Delivered
ORD00615,CUST0215,PROD035,Running Shoes Pro,Sports,North,2023-09-09,4,119.92,5.0,455.71,220,235.71,Credit Card,Delivered
ORD00616,CUST0425,PROD045,Leadership Principles,Books,South,2022-11-09,4,34.97,5.0,132.88,32,100.88,Credit Card,Cancelled
ORD00617,CUST0302,PROD065,Jump Starter Pack,Automotive,West,2023-05-12,2,85.35,20.0,136.56,76,60.56,Bank Transfer,Delivered
ORD00618,CUST0400,PROD058,Almond Milk 1L,Food & Beverage,West,2022-01-17,1,8.21,15.0,6.98,2,4.98,Bank Transfer,Returned
ORD00619,CUST0481,PROD049,Entrepreneurship Now,Books,South,2024-10-12,5,36.69,10.0,165.11,45,120.11,PayPal,Delivered
ORD00620,CUST0320,PROD033,Dumbbell Set 20kg,Sports,North,2024-03-29,4,89.24,15.0,303.41,168,135.41,Cash,Cancelled
ORD00621,CUST0138,PROD057,Granola Bars x12,Food & Beverage,East,2024-09-26,2,22.94,10.0,41.3,14,27.3,Credit Card,Delivered
ORD00622,CUST0322,PROD024,Electric Kettle 1.7L,Home & Garden,East,2023-10-09,5,44.72,15.0,190.07,90,100.07,Bank Transfer,Cancelled
ORD00623,CUST0258,PROD018,Polo Shirt Premium,Clothing,East,2022-08-28,4,66.6,15.0,226.42,88,138.42,PayPal,Delivered
ORD00624,CUST0398,PROD012,Denim Jeans Slim,Clothing,North,2024-06-12,1,73.65,15.0,62.6,28,34.6,Debit Card,Delivered
ORD00625,CUST0260,PROD026,Plant Pot Set x3,Home & Garden,West,2024-06-16,2,39.06,10.0,70.31,28,42.31,PayPal,Cancelled
ORD00626,CUST0367,PROD039,Pull-Up Bar,Sports,North,2024-08-17,2,59.21,15.0,100.67,44,56.67,Bank Transfer,Returned
ORD00627,CUST0439,PROD025,Blender Pro 1000W,Home & Garden,East,2024-01-08,4,94.34,20.0,301.87,140,161.87,Debit Card,Shipped
ORD00628,CUST0088,PROD039,Pull-Up Bar,Sports,East,2023-08-02,1,56.84,0.0,56.84,22,34.84,Debit Card,Delivered
ORD00629,CUST0416,PROD024,Electric Kettle 1.7L,Home & Garden,Central,2024-10-04,1,51.88,5.0,49.28,18,31.28,PayPal,Delivered
ORD00630,CUST0494,PROD011,Classic White Shirt,Clothing,West,2022-04-07,1,47.62,0.0,47.62,15,32.62,PayPal,Shipped
ORD00631,CUST0433,PROD065,Jump Starter Pack,Automotive,East,2022-12-24,5,80.67,0.0,403.35,190,213.35,PayPal,Delivered
ORD00632,CUST0327,PROD064,Seat Covers Set,Automotive,South,2023-04-10,1,79.98,5.0,75.98,32,43.98,PayPal,Returned
ORD00633,CUST0411,PROD016,Leather Belt,Clothing,Central,2023-12-29,1,47.43,10.0,42.69,18,24.69,PayPal,Cancelled
ORD00634,CUST0314,PROD008,Webcam HD 1080p,Electronics,East,2024-11-21,5,71.34,15.0,303.19,125,178.19,Credit Card,Cancelled
ORD00635,CUST0388,PROD049,Entrepreneurship Now,Books,North,2024-06-15,4,39.33,20.0,125.86,36,89.86,Credit Card,Returned
ORD00636,CUST0165,PROD053,Protein Powder Vanilla,Food & Beverage,East,2022-07-28,5,49.96,0.0,249.81,100,149.81,Debit Card,Shipped
ORD00637,CUST0012,PROD046,Finance for Managers,Books,Central,2023-02-25,3,44.71,0.0,134.12,39,95.12,Bank Transfer,Processing
ORD00638,CUST0331,PROD020,Knit Sweater,Clothing,East,2024-10-17,1,69.81,0.0,69.81,30,39.81,PayPal,Processing
ORD00639,CUST0353,PROD023,Coffee Maker Deluxe,Home & Garden,West,2022-09-09,2,127.43,5.0,242.12,104,138.12,Credit Card,Delivered
ORD00640,CUST0011,PROD028,Storage Ottoman,Home & Garden,East,2024-08-28,3,71.8,0.0,215.4,96,119.4,Credit Card,Delivered
ORD00641,CUST0106,PROD035,Running Shoes Pro,Sports,Central,2024-04-29,3,132.34,0.0,397.02,165,232.02,Debit Card,Processing
ORD00642,CUST0422,PROD012,Denim Jeans Slim,Clothing,North,2024-12-20,4,83.54,0.0,334.15,112,222.15,Bank Transfer,Delivered
ORD00643,CUST0130,PROD041,Business Analytics Guide,Books,East,2024-04-18,4,49.07,10.0,176.64,48,128.64,PayPal,Cancelled
ORD00644,CUST0349,PROD061,Car Dash Cam 4K,Automotive,North,2024-06-25,2,104.35,15.0,177.39,84,93.39,Cash,Cancelled
ORD00645,CUST0321,PROD005,"4K Monitor 27""",Electronics,South,2022-06-23,3,433.33,20.0,1040.0,660,380.0,Debit Card,Delivered
ORD00646,CUST0249,PROD055,Olive Oil Extra Virgin,Food & Beverage,Central,2024-03-16,1,28.9,15.0,24.56,9,15.56,Debit Card,Cancelled
ORD00647,CUST0074,PROD009,USB-C Hub 7-in-1,Electronics,North,2022-04-29,5,64.58,5.0,306.74,100,206.74,Bank Transfer,Cancelled
ORD00648,CUST0218,PROD006,Gaming Mouse,Electronics,North,2023-09-16,3,85.47,0.0,256.4,84,172.4,PayPal,Cancelled
ORD00649,CUST0285,PROD064,Seat Covers Set,Automotive,West,2022-10-28,4,78.15,0.0,312.6,128,184.6,Cash,Shipped
ORD00650,CUST0178,PROD047,Machine Learning A-Z,Books,East,2024-06-24,3,77.58,20.0,186.2,60,126.2,Bank Transfer,Processing
ORD00651,CUST0115,PROD046,Finance for Managers,Books,West,2023-09-10,1,43.55,0.0,43.55,13,30.55,Bank Transfer,Shipped
ORD00652,CUST0396,PROD007,Mechanical Keyboard,Electronics,Central,2022-09-16,5,141.69,0.0,708.46,260,448.46,Debit Card,Delivered
ORD00653,CUST0119,PROD033,Dumbbell Set 20kg,Sports,East,2023-10-02,5,86.16,15.0,366.2,210,156.2,Debit Card,Delivered
ORD00654,CUST0486,PROD050,Digital Marketing,Books,Central,2023-06-14,2,42.66,0.0,85.32,22,63.32,Bank Transfer,Returned
ORD00655,CUST0086,PROD013,Casual Sneakers,Clothing,East,2022-08-15,1,101.49,0.0,101.49,40,61.49,Cash,Delivered
ORD00656,CUST0441,PROD042,Python Programming,Books,East,2022-04-08,1,54.44,10.0,48.99,15,33.99,Credit Card,Delivered
ORD00657,CUST0263,PROD054,Mixed Nuts 500g,Food & Beverage,West,2023-04-29,5,24.31,15.0,103.34,40,63.34,Cash,Processing
ORD00658,CUST0197,PROD028,Storage Ottoman,Home & Garden,Central,2023-04-24,3,71.99,15.0,183.57,96,87.57,Cash,Shipped
ORD00659,CUST0481,PROD047,Machine Learning A-Z,Books,South,2024-02-13,5,75.42,0.0,377.1,100,277.1,PayPal,Delivered
ORD00660,CUST0205,PROD028,Storage Ottoman,Home & Garden,Central,2023-01-30,3,74.31,0.0,222.94,96,126.94,Bank Transfer,Processing
ORD00661,CUST0076,PROD026,Plant Pot Set x3,Home & Garden,East,2022-06-17,1,35.59,0.0,35.59,14,21.59,Bank Transfer,Delivered
ORD00662,CUST0024,PROD032,Resistance Bands Set,Sports,North,2022-06-09,3,30.03,5.0,85.57,30,55.57,Cash,Delivered
ORD00663,CUST0370,PROD057,Granola Bars x12,Food & Beverage,North,2024-03-19,3,22.37,15.0,57.05,21,36.05,Bank Transfer,Returned
ORD00664,CUST0131,PROD011,Classic White Shirt,Clothing,Central,2024-09-29,4,52.17,0.0,208.69,60,148.69,Cash,Delivered
ORD00665,CUST0279,PROD008,Webcam HD 1080p,Electronics,West,2024-07-26,2,75.46,10.0,135.83,50,85.83,Cash,Delivered
ORD00666,CUST0458,PROD032,Resistance Bands Set,Sports,South,2023-03-12,4,28.85,15.0,98.07,40,58.07,Debit Card,Cancelled
ORD00667,CUST0479,PROD010,External SSD 1TB,Electronics,North,2024-01-27,1,152.03,5.0,144.43,65,79.43,Credit Card,Delivered
ORD00668,CUST0492,PROD017,Formal Trousers,Clothing,North,2023-08-17,1,89.41,0.0,89.41,35,54.41,PayPal,Delivered
ORD00669,CUST0147,PROD057,Granola Bars x12,Food & Beverage,North,2024-02-06,3,21.09,0.0,63.28,21,42.28,Debit Card,Delivered
ORD00670,CUST0284,PROD005,"4K Monitor 27""",Electronics,South,2024-05-13,1,489.31,0.0,489.31,220,269.31,PayPal,Delivered
ORD00671,CUST0393,PROD033,Dumbbell Set 20kg,Sports,East,2024-09-28,1,82.28,0.0,82.28,42,40.28,Credit Card,Cancelled
ORD00672,CUST0426,PROD023,Coffee Maker Deluxe,Home & Garden,Central,2024-05-05,4,130.88,10.0,471.19,208,263.19,Bank Transfer,Cancelled
ORD00673,CUST0106,PROD053,Protein Powder Vanilla,Food & Beverage,Central,2024-02-12,4,58.68,20.0,187.77,80,107.77,Cash,Delivered
ORD00674,CUST0300,PROD013,Casual Sneakers,Clothing,East,2022-10-11,5,97.59,20.0,390.37,200,190.37,Bank Transfer,Shipped
ORD00675,CUST0337,PROD035,Running Shoes Pro,Sports,North,2022-11-02,3,118.4,10.0,319.69,165,154.69,Cash,Delivered
ORD00676,CUST0229,PROD032,Resistance Bands Set,Sports,West,2023-04-22,4,28.07,0.0,112.26,40,72.26,Bank Transfer,Shipped
ORD00677,CUST0118,PROD066,Car Vacuum Cleaner,Automotive,North,2022-07-01,2,57.28,10.0,103.1,44,59.1,PayPal,Delivered
ORD00678,CUST0397,PROD070,Car Wax Premium,Automotive,South,2022-09-11,5,25.68,10.0,115.55,50,65.55,Cash,Delivered
ORD00679,CUST0258,PROD010,External SSD 1TB,Electronics,East,2022-04-19,5,149.65,20.0,598.59,325,273.59,Bank Transfer,Delivered
ORD00680,CUST0161,PROD017,Formal Trousers,Clothing,East,2022-02-08,1,91.82,10.0,82.64,35,47.64,Debit Card,Returned
ORD00681,CUST0382,PROD030,Garden Hose 50ft,Home & Garden,Central,2023-07-18,2,61.69,15.0,104.87,56,48.87,Cash,Delivered
ORD00682,CUST0409,PROD008,Webcam HD 1080p,Electronics,North,2024-12-28,5,66.52,10.0,299.35,125,174.35,Credit Card,Delivered
ORD00683,CUST0343,PROD010,External SSD 1TB,Electronics,West,2022-02-17,3,147.12,5.0,419.3,195,224.3,Credit Card,Cancelled
ORD00684,CUST0135,PROD039,Pull-Up Bar,Sports,South,2023-10-12,4,52.33,0.0,209.32,88,121.32,Credit Card,Delivered
ORD00685,CUST0237,PROD042,Python Programming,Books,South,2023-08-08,2,51.51,20.0,82.41,30,52.41,Credit Card,Delivered
ORD00686,CUST0437,PROD043,Data Science Handbook,Books,North,2024-04-14,2,59.27,0.0,118.53,36,82.53,Debit Card,Delivered
ORD00687,CUST0304,PROD021,Robot Vacuum Cleaner,Home & Garden,Central,2022-04-30,3,292.42,0.0,877.26,420,457.26,Debit Card,Delivered
ORD00688,CUST0402,PROD064,Seat Covers Set,Automotive,West,2023-10-26,3,77.03,20.0,184.88,96,88.88,Credit Card,Delivered
ORD00689,CUST0334,PROD062,Tire Inflator Auto,Automotive,Central,2023-05-06,5,45.77,5.0,217.43,90,127.43,Cash,Processing
ORD00690,CUST0071,PROD061,Car Dash Cam 4K,Automotive,West,2024-02-28,1,94.43,0.0,94.43,42,52.43,Bank Transfer,Delivered
ORD00691,CUST0371,PROD009,USB-C Hub 7-in-1,Electronics,North,2022-05-15,4,53.44,15.0,181.7,80,101.7,Debit Card,Cancelled
ORD00692,CUST0232,PROD010,External SSD 1TB,Electronics,Central,2022-02-08,3,150.61,10.0,406.65,195,211.65,Credit Card,Delivered
ORD00693,CUST0303,PROD036,Gym Gloves,Sports,West,2022-09-15,3,25.34,5.0,72.22,27,45.22,Credit Card,Processing
ORD00694,CUST0255,PROD034,Cycling Helmet,Sports,West,2024-10-21,2,83.47,0.0,166.94,64,102.94,PayPal,Delivered
ORD00695,CUST0479,PROD026,Plant Pot Set x3,Home & Garden,North,2022-12-11,2,39.29,5.0,74.66,28,46.66,Cash,Delivered
ORD00696,CUST0062,PROD032,Resistance Bands Set,Sports,South,2022-01-03,4,31.67,10.0,114.03,40,74.03,PayPal,Shipped
ORD00697,CUST0451,PROD050,Digital Marketing,Books,West,2022-12-09,1,36.48,5.0,34.66,11,23.66,PayPal,Delivered
ORD00698,CUST0175,PROD052,Organic Green Tea 100g,Food & Beverage,South,2024-02-18,3,19.23,0.0,57.7,15,42.7,Cash,Processing
ORD00699,CUST0095,PROD033,Dumbbell Set 20kg,Sports,Central,2023-07-31,1,82.97,10.0,74.68,42,32.68,Cash,Delivered
ORD00700,CUST0408,PROD042,Python Programming,Books,South,2022-07-03,4,57.18,20.0,182.98,60,122.98,Debit Card,Shipped
ORD00701,CUST0291,PROD005,"4K Monitor 27""",Electronics,West,2023-07-27,4,423.98,10.0,1526.32,880,646.32,PayPal,Cancelled
ORD00702,CUST0282,PROD041,Business Analytics Guide,Books,West,2023-12-03,3,49.32,15.0,125.76,36,89.76,Bank Transfer,Delivered
ORD00703,CUST0305,PROD044,Marketing Strategy,Books,North,2023-10-21,3,35.8,10.0,96.66,30,66.66,PayPal,Delivered
ORD00704,CUST0379,PROD056,Dark Chocolate Bar 72%,Food & Beverage,West,2022-10-01,1,12.26,0.0,12.26,4,8.26,Credit Card,Shipped
ORD00705,CUST0182,PROD035,Running Shoes Pro,Sports,East,2024-04-26,5,139.2,15.0,591.59,275,316.59,Bank Transfer,Processing
ORD00706,CUST0070,PROD015,Sport T-Shirt,Clothing,North,2022-06-16,1,35.27,20.0,28.22,12,16.22,Bank Transfer,Shipped
ORD00707,CUST0420,PROD068,Car Air Freshener x5,Automotive,East,2023-12-24,4,15.98,0.0,63.93,20,43.93,Bank Transfer,Delivered
ORD00708,CUST0146,PROD044,Marketing Strategy,Books,West,2022-01-18,1,37.72,0.0,37.72,10,27.72,Bank Transfer,Delivered
ORD00709,CUST0323,PROD065,Jump Starter Pack,Automotive,Central,2022-02-10,3,92.21,15.0,235.15,114,121.15,PayPal,Delivered
ORD00710,CUST0273,PROD038,Foam Roller,Sports,South,2023-09-13,2,33.14,5.0,62.97,24,38.97,PayPal,Delivered
ORD00711,CUST0032,PROD054,Mixed Nuts 500g,Food & Beverage,Central,2024-10-06,5,22.6,0.0,113.02,40,73.02,Bank Transfer,Delivered
ORD00712,CUST0108,PROD054,Mixed Nuts 500g,Food & Beverage,West,2023-07-23,5,24.0,0.0,120.01,40,80.01,Cash,Delivered
ORD00713,CUST0441,PROD058,Almond Milk 1L,Food & Beverage,East,2022-12-26,1,8.14,15.0,6.92,2,4.92,Credit Card,Delivered
ORD00714,CUST0209,PROD047,Machine Learning A-Z,Books,North,2023-04-12,5,75.3,0.0,376.48,100,276.48,Debit Card,Processing
ORD00715,CUST0235,PROD059,Energy Drink Pack x24,Food & Beverage,North,2022-02-17,5,35.8,15.0,152.16,60,92.16,Cash,Cancelled
ORD00716,CUST0431,PROD042,Python Programming,Books,South,2022-01-05,4,56.55,15.0,192.27,60,132.27,Credit Card,Cancelled
ORD00717,CUST0500,PROD047,Machine Learning A-Z,Books,South,2023-10-24,4,76.96,5.0,292.44,80,212.44,PayPal,Delivered
ORD00718,CUST0026,PROD035,Running Shoes Pro,Sports,South,2024-11-27,4,128.89,10.0,463.99,220,243.99,Credit Card,Cancelled
ORD00719,CUST0044,PROD023,Coffee Maker Deluxe,Home & Garden,East,2023-04-05,1,123.27,5.0,117.11,52,65.11,Cash,Delivered
ORD00720,CUST0281,PROD021,Robot Vacuum Cleaner,Home & Garden,North,2022-01-11,4,280.74,0.0,1122.95,560,562.95,Cash,Processing
ORD00721,CUST0055,PROD027,LED Desk Lamp,Home & Garden,South,2023-04-08,4,49.12,0.0,196.48,72,124.48,Debit Card,Delivered
ORD00722,CUST0457,PROD031,Yoga Mat Premium,Sports,Central,2023-09-29,1,46.13,0.0,46.13,18,28.13,Credit Card,Delivered
ORD00723,CUST0280,PROD024,Electric Kettle 1.7L,Home & Garden,North,2022-02-19,5,51.91,0.0,259.56,90,169.56,PayPal,Delivered
ORD00724,CUST0394,PROD030,Garden Hose 50ft,Home & Garden,South,2024-08-27,2,70.96,20.0,113.54,56,57.54,Credit Card,Processing
ORD00725,CUST0056,PROD009,USB-C Hub 7-in-1,Electronics,East,2024-11-30,2,64.23,20.0,102.77,40,62.77,Cash,Shipped
ORD00726,CUST0261,PROD068,Car Air Freshener x5,Automotive,Central,2022-07-15,4,15.24,0.0,60.95,20,40.95,Credit Card,Cancelled
ORD00727,CUST0471,PROD047,Machine Learning A-Z,Books,Central,2024-02-12,3,77.62,15.0,197.92,60,137.92,Credit Card,Processing
ORD00728,CUST0459,PROD060,Collagen Powder 300g,Food & Beverage,North,2022-05-07,4,40.99,10.0,147.58,64,83.58,Bank Transfer,Delivered
ORD00729,CUST0287,PROD049,Entrepreneurship Now,Books,North,2022-04-25,5,32.78,20.0,131.1,45,86.1,Bank Transfer,Delivered
ORD00730,CUST0498,PROD014,Wool Winter Coat,Clothing,South,2024-04-21,2,202.78,20.0,324.45,150,174.45,Cash,Delivered
ORD00731,CUST0077,PROD038,Foam Roller,Sports,North,2024-02-26,4,37.07,10.0,133.44,48,85.44,Cash,Delivered
